Unnamed: 0,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
2840,0.67,0.1,0.02,0.02,2
2841,0.75,0.01,0.02,0.02,2
2842,0.44,0.04,0.03,0.04,2
2843,0.31,0.02,0.02,0.37,12
2844,0.24,0.02,0.02,0.47,12
2845,0.54,0.03,0.02,0.16,2
2846,0.57,0.03,0.03,0.03,2
2847,0.36,0.04,0.03,0.04,2
2848,0.43,0.05,0.11,0.08,2
2849,0.68,0.02,0.01,0.02,2
2850,0.72,0.02,0.01,0.02,2
2851,0.6,0.02,0.04,0.02,2
2852,0.57,0.06,0.02,0.03,2
2853,0.6,0.02,0.03,0.03,2
2854,0.57,0.02,0.02,0.07,2
2855,0.48,0.03,0.05,0.03,2
2856,0.48,0.04,0.03,0.03,2
2857,0.53,0.14,0.02,0.03,2
2858,0.76,0.02,0.02,0.02,2
2859,0.31,0.02,0.02,0.33,12
2860,0.64,0.08,0.1,0.01,2
2861,0.53,0.02,0.02,0.06,2
2862,0.74,0.02,0.02,0.05,2
2863,0.33,0.01,0.01,0.53,12
2864,0.58,0.03,0.02,0.02,2
2865,0.43,0.01,0.01,0.41,2
2866,0.61,0.02,0.02,0.03,2
2867,0.69,0.02,0.02,0.02,2
2868,0.4,0.42,0.03,0.03,6
2869,0.58,0.02,0.02,0.05,2
2870,0.41,0.02,0.01,0.29,2
2871,0.71,0.02,0.02,0.02,2
2872,0.52,0.03,0.02,0.15,2
2873,0.3,0.48,0.02,0.02,6
2874,0.19,0.02,0.03,0.43,12
2875,0.51,0.05,0.07,0.04,2
2876,0.6,0.09,0.02,0.02,2
2877,0.5,0.03,0.04,0.05,2
2878,0.13,0.02,0.02,0.53,12
2879,0.62,0.02,0.02,0.02,2
2880,0.7,0.01,0.02,0.02,2
2881,0.4,0.01,0.11,0.25,2
2882,0.42,0.3,0.03,0.03,2
2883,0.23,0.01,0.01,0.66,12
2884,0.56,0.02,0.02,0.03,2
2885,0.36,0.03,0.04,0.04,2
2886,0.59,0.03,0.02,0.03,2
2887,0.64,0.02,0.08,0.02,2
2888,0.6,0.02,0.03,0.02,2
2889,0.77,0.02,0.01,0.04,2
2890,0.4,0.03,0.03,0.03,2
2891,0.49,0.02,0.03,0.22,2
2892,0.55,0.02,0.02,0.11,2
2893,0.08,0.03,0.03,0.44,12
2894,0.56,0.01,0.12,0.14,2
2895,0.15,0.03,0.04,0.22,12
2896,0.27,0.03,0.03,0.31,12
2897,0.67,0.01,0.02,0.04,2
2898,0.39,0.02,0.04,0.13,2
2899,0.44,0.03,0.05,0.03,2
2900,0.29,0.02,0.25,0.19,2
2901,0.47,0.04,0.03,0.03,2
2902,0.5,0.02,0.02,0.12,2
2903,0.36,0.02,0.03,0.13,2
2904,0.65,0.02,0.02,0.02,2
2905,0.6,0.01,0.28,0.01,2
2906,0.32,0.02,0.02,0.33,12
2907,0.31,0.01,0.01,0.61,12
2908,0.18,0.03,0.02,0.48,12
2909,0.55,0.09,0.03,0.03,2
2910,0.58,0.02,0.02,0.14,2
2911,0.47,0.09,0.03,0.14,2
2912,0.09,0.04,0.04,0.13,12
2913,0.51,0.02,0.04,0.15,2
2914,0.61,0.02,0.02,0.03,2
2915,0.35,0.01,0.01,0.45,12
2916,0.52,0.04,0.02,0.08,2
2917,0.58,0.05,0.02,0.03,2
2918,0.6,0.03,0.02,0.02,2
2919,0.29,0.02,0.02,0.41,12
2920,0.49,0.07,0.02,0.25,2
2921,0.41,0.03,0.02,0.22,2
2922,0.28,0.01,0.02,0.6,12
2923,0.51,0.04,0.02,0.06,2
2924,0.42,0.02,0.02,0.26,2
2925,0.39,0.03,0.06,0.07,2
2926,0.48,0.02,0.02,0.19,2
2927,0.32,0.31,0.02,0.07,2
2928,0.24,0.02,0.03,0.29,12
2929,0.28,0.02,0.02,0.36,12
2930,0.23,0.01,0.02,0.5,12
2931,0.26,0.04,0.04,0.05,2
2932,0.52,0.03,0.02,0.04,2
2933,0.3,0.02,0.02,0.4,12
2934,0.5,0.36,0.01,0.01,2
2935,0.42,0.03,0.03,0.1,2
2936,0.56,0.11,0.07,0.03,2
2937,0.46,0.02,0.04,0.26,2
2938,0.72,0.01,0.01,0.02,2
2939,0.64,0.07,0.04,0.02,2
2940,0.64,0.06,0.02,0.06,2
2941,0.54,0.2,0.01,0.06,2
2942,0.71,0.03,0.01,0.02,2
2943,0.3,0.03,0.03,0.09,2
2944,0.72,0.07,0.02,0.01,2
2945,0.8,0.07,0.01,0.01,2
2946,0.29,0.02,0.02,0.41,12
2947,0.65,0.08,0.01,0.15,2
2948,0.55,0.05,0.03,0.03,2
2949,0.54,0.06,0.02,0.02,2
2950,0.48,0.04,0.04,0.06,2
2951,0.56,0.16,0.02,0.02,2
2952,0.64,0.31,0.0,0.01,2
2953,0.5,0.14,0.03,0.03,2
2954,0.45,0.02,0.03,0.21,2
2955,0.56,0.03,0.02,0.04,2
2956,0.78,0.03,0.01,0.03,2
2957,0.06,0.02,0.03,0.49,12
2958,0.13,0.04,0.04,0.14,12
2959,0.24,0.02,0.02,0.47,12
2960,0.55,0.05,0.05,0.03,2
2961,0.57,0.02,0.02,0.05,2
2962,0.12,0.04,0.16,0.09,8
2963,0.69,0.01,0.02,0.09,2
2964,0.64,0.01,0.01,0.24,2
2965,0.46,0.03,0.02,0.04,2
2966,0.64,0.02,0.04,0.03,2
2967,0.61,0.02,0.02,0.03,2
2968,0.47,0.03,0.03,0.03,2
2969,0.5,0.03,0.1,0.1,2
2970,0.76,0.01,0.02,0.02,2
2971,0.29,0.05,0.03,0.18,2
2972,0.3,0.02,0.02,0.32,12
2973,0.6,0.12,0.07,0.03,2
2974,0.33,0.04,0.12,0.11,2
2975,0.62,0.02,0.05,0.15,2
2976,0.27,0.02,0.02,0.36,12
2977,0.33,0.03,0.03,0.17,2
2978,0.23,0.02,0.02,0.45,12
2979,0.12,0.05,0.07,0.13,12
2980,0.46,0.03,0.03,0.04,2
2981,0.45,0.04,0.03,0.13,2
2982,0.09,0.04,0.05,0.08,2
2983,0.15,0.41,0.03,0.04,6
2984,0.56,0.02,0.02,0.14,2
2985,0.27,0.01,0.02,0.46,12
2986,0.59,0.02,0.02,0.02,2
2987,0.69,0.02,0.02,0.02,2
2988,0.64,0.02,0.02,0.06,2
2989,0.39,0.11,0.03,0.04,2
2990,0.35,0.04,0.05,0.04,2
2991,0.57,0.07,0.02,0.02,2
2992,0.37,0.04,0.03,0.04,2
2993,0.57,0.02,0.01,0.21,2
2994,0.59,0.02,0.02,0.11,2
2995,0.79,0.05,0.01,0.01,2
2996,0.68,0.01,0.05,0.03,2
2997,0.23,0.04,0.05,0.08,2
2998,0.32,0.04,0.04,0.04,2
2999,0.67,0.03,0.01,0.09,2
3000,0.63,0.02,0.02,0.04,2
3001,0.29,0.04,0.08,0.03,2
3002,0.64,0.05,0.04,0.02,2
3003,0.62,0.02,0.03,0.02,2
3004,0.74,0.01,0.01,0.03,2
3005,0.15,0.04,0.03,0.22,12
3006,0.8,0.01,0.02,0.02,2
3007,0.37,0.02,0.16,0.1,2
3008,0.34,0.1,0.04,0.09,2
3009,0.54,0.01,0.01,0.27,2
3010,0.56,0.09,0.01,0.13,2
3011,0.56,0.02,0.02,0.19,2
3012,0.26,0.03,0.03,0.2,2
3013,0.76,0.01,0.02,0.01,2
3014,0.04,0.06,0.03,0.39,12
3015,0.53,0.04,0.04,0.03,2
3016,0.42,0.04,0.03,0.04,2
3017,0.22,0.04,0.05,0.07,2
3018,0.5,0.03,0.02,0.06,2
3019,0.74,0.13,0.01,0.01,2
3020,0.2,0.03,0.05,0.29,12
3021,0.71,0.02,0.01,0.07,2
3022,0.35,0.01,0.01,0.46,12
3023,0.06,0.36,0.03,0.12,6
3024,0.28,0.02,0.02,0.37,12
3025,0.53,0.02,0.01,0.24,2
3026,0.18,0.02,0.02,0.47,12
3027,0.59,0.01,0.01,0.18,2
3028,0.4,0.04,0.03,0.04,2
3029,0.44,0.04,0.03,0.07,2
3030,0.83,0.01,0.01,0.01,2
3031,0.24,0.02,0.02,0.39,12
3032,0.61,0.02,0.02,0.1,2
3033,0.49,0.02,0.05,0.02,2
3034,0.49,0.03,0.04,0.03,2
3035,0.45,0.02,0.02,0.25,2
3036,0.19,0.01,0.01,0.66,12
3037,0.69,0.02,0.02,0.04,2
3038,0.57,0.01,0.03,0.15,2
3039,0.21,0.04,0.04,0.13,2
3040,0.22,0.04,0.05,0.04,2
3041,0.24,0.02,0.03,0.23,2
3042,0.13,0.02,0.02,0.54,12
3043,0.84,0.01,0.01,0.03,2
3044,0.29,0.03,0.04,0.06,2
3045,0.11,0.04,0.04,0.07,2
3046,0.32,0.01,0.02,0.42,12
3047,0.7,0.02,0.01,0.03,2
3048,0.61,0.02,0.02,0.03,2
3049,0.69,0.02,0.02,0.03,2
3050,0.43,0.03,0.02,0.3,2
3051,0.32,0.02,0.02,0.34,12
3052,0.46,0.02,0.04,0.18,2
3053,0.69,0.03,0.02,0.02,2
3054,0.25,0.02,0.01,0.48,12
3055,0.63,0.02,0.02,0.03,2
3056,0.74,0.01,0.01,0.11,2
3057,0.63,0.02,0.02,0.06,2
3058,0.51,0.01,0.02,0.23,2
3059,0.39,0.01,0.01,0.39,2
3060,0.62,0.14,0.01,0.02,2
3061,0.59,0.01,0.01,0.23,2
3062,0.25,0.04,0.07,0.05,2
3063,0.5,0.02,0.03,0.06,2
3064,0.54,0.02,0.02,0.11,2
3065,0.42,0.03,0.03,0.06,2
3066,0.69,0.01,0.01,0.08,2
3067,0.31,0.04,0.04,0.1,2
3068,0.08,0.03,0.02,0.59,12
3069,0.3,0.02,0.02,0.39,12
3070,0.15,0.01,0.01,0.64,12
3071,0.25,0.02,0.02,0.32,12
3072,0.42,0.02,0.01,0.32,2
3073,0.11,0.02,0.02,0.62,12
3074,0.26,0.02,0.02,0.44,12
3075,0.35,0.03,0.03,0.11,2
3076,0.53,0.01,0.02,0.35,2
3077,0.23,0.02,0.02,0.42,12
3078,0.26,0.04,0.04,0.08,2
3079,0.29,0.03,0.03,0.25,2
3080,0.41,0.03,0.03,0.03,2
3081,0.55,0.02,0.02,0.07,2
3082,0.32,0.03,0.03,0.07,2
3083,0.7,0.02,0.02,0.02,2
3084,0.59,0.03,0.02,0.02,2
3085,0.8,0.01,0.04,0.01,2
3086,0.6,0.03,0.18,0.03,2
3087,0.59,0.01,0.01,0.28,2
3088,0.6,0.02,0.03,0.03,2
3089,0.09,0.08,0.04,0.09,2
3090,0.41,0.02,0.02,0.21,2
3091,0.56,0.03,0.03,0.03,2
3092,0.58,0.1,0.01,0.1,2
3093,0.65,0.03,0.02,0.02,2
3094,0.43,0.02,0.02,0.23,2
3095,0.27,0.03,0.05,0.11,2
3096,0.6,0.02,0.02,0.03,2
3097,0.15,0.03,0.02,0.48,12
3098,0.77,0.01,0.01,0.04,2
3099,0.3,0.01,0.01,0.51,12
3100,0.19,0.03,0.03,0.31,12
3101,0.49,0.03,0.03,0.04,2
3102,0.33,0.03,0.01,0.48,12
3103,0.68,0.02,0.03,0.12,2
3104,0.64,0.02,0.02,0.03,2
3105,0.25,0.03,0.03,0.29,12
3106,0.13,0.03,0.03,0.29,12
3107,0.35,0.03,0.05,0.16,2
3108,0.25,0.04,0.04,0.05,2
3109,0.36,0.04,0.03,0.03,2
3110,0.62,0.03,0.02,0.05,2
3111,0.34,0.06,0.04,0.04,2
3112,0.36,0.01,0.15,0.33,2
3113,0.49,0.03,0.03,0.03,2
3114,0.32,0.11,0.05,0.04,2
3115,0.42,0.02,0.02,0.14,2
3116,0.5,0.03,0.03,0.05,2
3117,0.61,0.02,0.02,0.05,2
3118,0.46,0.03,0.03,0.07,2
3119,0.47,0.02,0.02,0.08,2
3120,0.44,0.02,0.03,0.1,2
3121,0.82,0.02,0.03,0.01,2
3122,0.21,0.02,0.02,0.51,12
3123,0.37,0.03,0.01,0.42,12
3124,0.65,0.14,0.06,0.03,2
3125,0.59,0.03,0.02,0.1,2
3126,0.68,0.1,0.01,0.01,2
3127,0.6,0.2,0.01,0.06,2
3128,0.33,0.03,0.03,0.12,2
3129,0.35,0.03,0.03,0.13,2
3130,0.54,0.02,0.02,0.13,2
3131,0.69,0.06,0.02,0.02,2
3132,0.73,0.01,0.01,0.05,2
3133,0.37,0.02,0.02,0.28,2
3134,0.47,0.02,0.02,0.13,2
3135,0.13,0.05,0.05,0.05,2
3136,0.75,0.01,0.02,0.01,2
3137,0.43,0.02,0.02,0.18,2
3138,0.44,0.02,0.02,0.08,2
3139,0.05,0.21,0.06,0.23,12
3140,0.62,0.02,0.02,0.02,2
3141,0.8,0.08,0.01,0.01,2
3142,0.63,0.04,0.02,0.08,2
3143,0.46,0.06,0.03,0.03,2
3144,0.31,0.06,0.05,0.04,2
3145,0.72,0.14,0.01,0.01,2
3146,0.8,0.01,0.04,0.01,2
3147,0.67,0.02,0.02,0.02,2
3148,0.54,0.02,0.03,0.03,2
3149,0.57,0.02,0.02,0.03,2
3150,0.18,0.04,0.06,0.16,2
3151,0.76,0.12,0.01,0.01,2
3152,0.34,0.03,0.02,0.3,2
3153,0.64,0.05,0.02,0.02,2
3154,0.71,0.02,0.01,0.03,2
3155,0.16,0.03,0.03,0.27,12
3156,0.42,0.01,0.03,0.26,2
3157,0.63,0.02,0.02,0.03,2
3158,0.76,0.01,0.02,0.03,2
3159,0.4,0.02,0.02,0.22,2
3160,0.44,0.03,0.03,0.04,2
3161,0.38,0.04,0.05,0.11,2
3162,0.44,0.02,0.02,0.25,2
3163,0.49,0.03,0.03,0.03,2
3164,0.49,0.02,0.02,0.1,2
3165,0.57,0.02,0.02,0.09,2
3166,0.5,0.02,0.02,0.04,2
3167,0.62,0.02,0.02,0.06,2
3168,0.2,0.04,0.04,0.15,2
3169,0.28,0.01,0.02,0.45,12
3170,0.16,0.04,0.04,0.12,2
3171,0.24,0.02,0.02,0.47,12
3172,0.7,0.02,0.02,0.03,2
3173,0.52,0.02,0.02,0.21,2
3174,0.56,0.02,0.02,0.11,2
3175,0.75,0.02,0.01,0.02,2
3176,0.43,0.05,0.03,0.04,2
3177,0.22,0.03,0.01,0.52,12
3178,0.59,0.02,0.02,0.03,2
3179,0.58,0.02,0.02,0.03,2
3180,0.65,0.01,0.01,0.13,2
3181,0.24,0.01,0.03,0.48,12
3182,0.34,0.03,0.04,0.05,2
3183,0.45,0.03,0.03,0.03,2
3184,0.69,0.03,0.01,0.07,2
3185,0.53,0.11,0.01,0.19,2
3186,0.26,0.02,0.03,0.29,12
3187,0.56,0.03,0.02,0.02,2
3188,0.7,0.02,0.02,0.02,2
3189,0.81,0.01,0.01,0.03,2
3190,0.58,0.05,0.01,0.18,2
3191,0.59,0.09,0.02,0.02,2
3192,0.8,0.01,0.02,0.05,2
3193,0.27,0.03,0.04,0.12,2
3194,0.23,0.03,0.02,0.44,12
3195,0.07,0.03,0.03,0.43,12
3196,0.23,0.03,0.03,0.42,12
3197,0.64,0.02,0.02,0.02,2
3198,0.54,0.04,0.06,0.02,2
3199,0.75,0.01,0.06,0.09,2
3200,0.76,0.01,0.01,0.05,2
3201,0.19,0.04,0.04,0.12,2
3202,0.63,0.02,0.09,0.03,2
3203,0.74,0.01,0.02,0.03,2
3204,0.6,0.02,0.03,0.02,2
3205,0.29,0.04,0.08,0.3,12
3206,0.65,0.02,0.03,0.03,2
3207,0.34,0.03,0.03,0.04,2
3208,0.39,0.03,0.03,0.04,2
3209,0.64,0.02,0.02,0.04,2
3210,0.54,0.02,0.04,0.03,2
3211,0.59,0.02,0.02,0.03,2
3212,0.71,0.02,0.04,0.01,2
3213,0.52,0.03,0.04,0.04,2
3214,0.51,0.02,0.03,0.06,2
3215,0.76,0.05,0.03,0.02,2
3216,0.46,0.03,0.11,0.04,2
3217,0.44,0.03,0.04,0.04,2
3218,0.77,0.01,0.01,0.02,2
3219,0.55,0.02,0.02,0.02,2
3220,0.17,0.03,0.02,0.38,12
3221,0.56,0.02,0.07,0.02,2
3222,0.57,0.02,0.03,0.12,2
3223,0.59,0.01,0.29,0.03,2
3224,0.48,0.02,0.02,0.18,2
3225,0.28,0.05,0.04,0.04,2
3226,0.44,0.05,0.02,0.24,2
3227,0.51,0.03,0.05,0.04,2
3228,0.53,0.02,0.02,0.21,2
3229,0.63,0.02,0.02,0.06,2
3230,0.36,0.03,0.03,0.04,2
3231,0.21,0.02,0.02,0.43,12
3232,0.5,0.01,0.01,0.33,2
3233,0.36,0.02,0.02,0.35,2
3234,0.57,0.01,0.11,0.22,2
3235,0.42,0.04,0.05,0.04,2
3236,0.45,0.01,0.02,0.31,2
3237,0.66,0.02,0.02,0.02,2
3238,0.55,0.02,0.02,0.13,2
3239,0.3,0.03,0.04,0.09,2
3240,0.69,0.02,0.02,0.04,2
3241,0.74,0.01,0.01,0.14,2
3242,0.41,0.09,0.02,0.2,2
3243,0.2,0.02,0.02,0.55,12
3244,0.45,0.02,0.02,0.19,2
3245,0.57,0.02,0.03,0.03,2
3246,0.38,0.03,0.03,0.13,2
3247,0.41,0.02,0.01,0.33,2
3248,0.16,0.03,0.02,0.43,12
3249,0.53,0.03,0.02,0.03,2
3250,0.05,0.04,0.04,0.2,12
3251,0.5,0.04,0.02,0.03,2
3252,0.31,0.02,0.02,0.32,12
3253,0.13,0.03,0.03,0.3,12
3254,0.75,0.01,0.01,0.01,2
3255,0.71,0.07,0.06,0.01,2
3256,0.32,0.03,0.03,0.06,2
3257,0.71,0.03,0.01,0.07,2
3258,0.35,0.02,0.02,0.27,2
3259,0.69,0.02,0.02,0.02,2
3260,0.48,0.11,0.01,0.26,2
3261,0.76,0.01,0.02,0.03,2
3262,0.78,0.01,0.06,0.05,2
3263,0.66,0.09,0.01,0.03,2
3264,0.64,0.25,0.01,0.01,2
3265,0.48,0.04,0.09,0.03,2
3266,0.7,0.01,0.02,0.12,2
3267,0.65,0.08,0.01,0.11,2
3268,0.34,0.04,0.04,0.05,2
3269,0.66,0.07,0.01,0.03,2
3270,0.78,0.01,0.02,0.04,2
3271,0.27,0.01,0.01,0.63,12
3272,0.69,0.02,0.02,0.03,2
3273,0.4,0.01,0.01,0.35,2
3274,0.53,0.02,0.02,0.13,2
3275,0.65,0.02,0.04,0.05,2
3276,0.64,0.07,0.07,0.01,2
3277,0.33,0.07,0.03,0.15,2
3278,0.56,0.04,0.05,0.13,2
3279,0.24,0.03,0.05,0.18,2
3280,0.63,0.02,0.02,0.04,2
3281,0.52,0.26,0.02,0.02,2
3282,0.66,0.08,0.02,0.02,2
3283,0.59,0.02,0.02,0.13,2
3284,0.34,0.09,0.03,0.04,2
3285,0.63,0.03,0.02,0.02,2
3286,0.48,0.03,0.05,0.03,2
3287,0.67,0.02,0.02,0.02,2
3288,0.65,0.01,0.01,0.09,2
3289,0.46,0.03,0.03,0.04,2
3290,0.55,0.12,0.02,0.03,2
3291,0.7,0.02,0.01,0.03,2
3292,0.67,0.03,0.03,0.02,2
3293,0.52,0.03,0.02,0.03,2
3294,0.17,0.03,0.03,0.24,12
3295,0.2,0.04,0.03,0.27,12
3296,0.53,0.11,0.02,0.02,2
3297,0.35,0.03,0.03,0.03,2
3298,0.52,0.03,0.02,0.07,2
3299,0.66,0.02,0.01,0.04,2
3300,0.59,0.02,0.02,0.09,2
3301,0.37,0.02,0.04,0.25,2
3302,0.7,0.02,0.01,0.03,2
3303,0.1,0.03,0.02,0.5,12
3304,0.37,0.03,0.03,0.05,2
3305,0.23,0.03,0.03,0.17,2
3306,0.2,0.02,0.03,0.53,12
3307,0.63,0.02,0.02,0.03,2
3308,0.4,0.01,0.01,0.35,2
3309,0.54,0.02,0.01,0.25,2
3310,0.63,0.02,0.03,0.15,2
3311,0.61,0.02,0.02,0.03,2
3312,0.14,0.03,0.17,0.19,12
3313,0.34,0.05,0.05,0.03,2
3314,0.6,0.02,0.02,0.02,2
3315,0.26,0.03,0.03,0.14,2
3316,0.5,0.04,0.03,0.03,2
3317,0.15,0.03,0.03,0.23,12
3318,0.09,0.03,0.37,0.07,8
3319,0.12,0.04,0.06,0.19,12
3320,0.68,0.02,0.02,0.02,2
3321,0.54,0.09,0.02,0.02,2
3322,0.67,0.01,0.08,0.02,2
3323,0.38,0.02,0.02,0.35,2
3324,0.7,0.01,0.02,0.04,2
3325,0.2,0.03,0.03,0.33,12
3326,0.77,0.01,0.01,0.04,2
3327,0.37,0.01,0.01,0.46,12
3328,0.43,0.03,0.03,0.03,2
3329,0.56,0.12,0.02,0.02,2
3330,0.9,0.01,0.01,0.0,2
3331,0.32,0.03,0.03,0.22,2
3332,0.54,0.02,0.02,0.04,2
3333,0.52,0.08,0.02,0.02,2
3334,0.7,0.01,0.01,0.08,2
3335,0.49,0.02,0.02,0.18,2
3336,0.49,0.05,0.03,0.03,2
3337,0.73,0.01,0.01,0.07,2
3338,0.7,0.02,0.01,0.03,2
3339,0.77,0.01,0.01,0.01,2
3340,0.82,0.01,0.01,0.02,2
3341,0.61,0.07,0.02,0.02,2
3342,0.58,0.01,0.23,0.01,2
3343,0.74,0.09,0.04,0.01,2
3344,0.68,0.02,0.02,0.02,2
3345,0.25,0.01,0.02,0.48,12
3346,0.43,0.03,0.03,0.04,2
3347,0.79,0.02,0.01,0.06,2
3348,0.62,0.06,0.02,0.02,2
3349,0.53,0.03,0.04,0.03,2
3350,0.65,0.15,0.02,0.03,2
3351,0.56,0.04,0.03,0.02,2
3352,0.31,0.03,0.09,0.13,2
3353,0.55,0.03,0.02,0.03,2
3354,0.75,0.01,0.01,0.01,2
3355,0.37,0.03,0.03,0.08,2
3356,0.24,0.02,0.02,0.4,12
3357,0.41,0.02,0.01,0.43,12
3358,0.19,0.04,0.04,0.09,2
3359,0.58,0.02,0.02,0.02,2
3360,0.56,0.08,0.02,0.01,2
3361,0.3,0.03,0.02,0.36,12
3362,0.69,0.16,0.02,0.01,2
3363,0.47,0.01,0.01,0.35,2
3364,0.55,0.03,0.03,0.03,2
3365,0.38,0.02,0.02,0.31,2
3366,0.3,0.03,0.04,0.19,2
3367,0.72,0.01,0.01,0.08,2
3368,0.59,0.02,0.02,0.03,2
3369,0.7,0.02,0.01,0.03,2
3370,0.61,0.01,0.01,0.19,2
3371,0.44,0.02,0.03,0.13,2
3372,0.45,0.03,0.03,0.04,2
3373,0.46,0.31,0.04,0.01,2
3374,0.54,0.02,0.02,0.19,2
3375,0.68,0.01,0.01,0.13,2
3376,0.44,0.03,0.03,0.06,2
3377,0.57,0.02,0.02,0.04,2
3378,0.53,0.02,0.02,0.05,2
3379,0.43,0.03,0.03,0.03,2
3380,0.35,0.03,0.03,0.16,2
3381,0.38,0.04,0.03,0.04,2
3382,0.51,0.03,0.03,0.12,2
3383,0.22,0.02,0.02,0.43,12
3384,0.67,0.01,0.26,0.01,2
3385,0.48,0.41,0.01,0.01,2
3386,0.65,0.01,0.0,0.29,2
3387,0.38,0.03,0.03,0.04,2
3388,0.42,0.04,0.03,0.03,2
3389,0.67,0.04,0.02,0.02,2
3390,0.24,0.04,0.04,0.04,2
3391,0.22,0.03,0.04,0.17,2
3392,0.51,0.02,0.02,0.21,2
3393,0.57,0.06,0.02,0.04,2
3394,0.41,0.03,0.03,0.03,2
3395,0.16,0.03,0.03,0.26,12
3396,0.66,0.02,0.02,0.02,2
3397,0.37,0.17,0.07,0.17,2
3398,0.48,0.01,0.01,0.34,2
3399,0.43,0.03,0.04,0.16,2
3400,0.74,0.02,0.01,0.04,2
3401,0.33,0.08,0.03,0.04,2
3402,0.36,0.03,0.03,0.15,2
3403,0.13,0.04,0.28,0.1,8
3404,0.6,0.09,0.01,0.06,2
3405,0.28,0.07,0.04,0.11,2
3406,0.73,0.06,0.01,0.02,2
3407,0.45,0.02,0.02,0.26,2
3408,0.69,0.02,0.01,0.06,2
3409,0.7,0.01,0.01,0.05,2
3410,0.39,0.13,0.03,0.04,2
3411,0.51,0.02,0.03,0.03,2
3412,0.27,0.03,0.03,0.17,2
3413,0.55,0.02,0.02,0.06,2
3414,0.28,0.02,0.02,0.39,12
3415,0.47,0.02,0.02,0.19,2
3416,0.3,0.04,0.03,0.08,2
3417,0.26,0.02,0.02,0.48,12
3418,0.39,0.03,0.06,0.06,2
3419,0.5,0.03,0.03,0.03,2
3420,0.25,0.04,0.03,0.1,2
3421,0.49,0.01,0.01,0.02,2
3422,0.78,0.01,0.01,0.01,2
3423,0.23,0.05,0.04,0.09,2
3424,0.57,0.02,0.02,0.04,2
3425,0.62,0.01,0.01,0.19,2
3426,0.46,0.01,0.01,0.37,2
3427,0.09,0.05,0.05,0.06,2
3428,0.53,0.03,0.02,0.03,2
3429,0.64,0.01,0.01,0.19,2
3430,0.26,0.05,0.04,0.03,2
3431,0.17,0.04,0.04,0.05,2
3432,0.27,0.05,0.04,0.04,2
3433,0.13,0.04,0.05,0.04,2
3434,0.08,0.04,0.04,0.16,12
3435,0.17,0.03,0.03,0.24,12
3436,0.32,0.04,0.03,0.15,2
3437,0.07,0.03,0.03,0.3,12
3438,0.38,0.01,0.02,0.34,2
3439,0.56,0.02,0.03,0.02,2
3440,0.4,0.03,0.03,0.04,2
3441,0.65,0.1,0.01,0.03,2
3442,0.54,0.02,0.03,0.08,2
3443,0.57,0.02,0.02,0.12,2
3444,0.49,0.02,0.03,0.04,2
3445,0.45,0.04,0.03,0.05,2
3446,0.4,0.02,0.02,0.29,2
3447,0.22,0.05,0.05,0.07,2
3448,0.33,0.03,0.04,0.05,2
3449,0.41,0.01,0.01,0.39,2
3450,0.41,0.03,0.03,0.03,2
3451,0.5,0.03,0.03,0.03,2
3452,0.71,0.01,0.01,0.17,2
3453,0.29,0.02,0.02,0.34,12
3454,0.54,0.03,0.02,0.03,2
3455,0.42,0.12,0.11,0.03,2
3456,0.42,0.02,0.16,0.05,2
3457,0.85,0.01,0.01,0.06,2
3458,0.65,0.06,0.01,0.12,2
3459,0.27,0.03,0.03,0.18,2
3460,0.61,0.02,0.02,0.04,2
3461,0.65,0.02,0.01,0.07,2
3462,0.22,0.04,0.04,0.11,2
3463,0.35,0.04,0.03,0.07,2
3464,0.49,0.03,0.03,0.03,2
3465,0.53,0.02,0.3,0.05,2
3466,0.2,0.03,0.03,0.25,12
3467,0.17,0.03,0.03,0.35,12
3468,0.54,0.07,0.02,0.05,2
3469,0.28,0.02,0.02,0.4,12
3470,0.4,0.38,0.01,0.05,2
3471,0.36,0.03,0.03,0.05,2
3472,0.63,0.01,0.01,0.13,2
3473,0.55,0.02,0.03,0.03,2
3474,0.4,0.03,0.03,0.05,2
3475,0.12,0.05,0.03,0.35,12
3476,0.52,0.02,0.02,0.16,2
3477,0.23,0.02,0.02,0.43,12
3478,0.59,0.02,0.02,0.04,2
3479,0.3,0.03,0.02,0.25,2
3480,0.72,0.02,0.02,0.01,2
3481,0.78,0.01,0.02,0.12,2
3482,0.32,0.02,0.02,0.42,12
3483,0.44,0.03,0.03,0.04,2
3484,0.77,0.01,0.01,0.04,2
3485,0.59,0.02,0.03,0.04,2
3486,0.36,0.02,0.02,0.35,2
3487,0.66,0.02,0.15,0.01,2
3488,0.56,0.02,0.02,0.09,2
3489,0.41,0.02,0.02,0.22,2
3490,0.49,0.01,0.01,0.02,2
3491,0.26,0.03,0.03,0.25,2
3492,0.25,0.02,0.04,0.38,12
3493,0.52,0.13,0.02,0.04,2
3494,0.48,0.04,0.01,0.23,2
3495,0.44,0.03,0.02,0.1,2
3496,0.29,0.04,0.04,0.04,2
3497,0.58,0.02,0.02,0.04,2
3498,0.19,0.04,0.07,0.04,2
3499,0.45,0.03,0.03,0.07,2
3500,0.44,0.03,0.03,0.03,2
